isu,full_name,telegram,score
101320,Smirnov Ksenia Andreevich,@student_101320,20
101321,Fedorov Elena Alexandrovna,@student_101321,76
101322,Lebedev Maria Alexandrovich,@student_101322,87
101323,Smirnov Andrey Alexandrovna,@student_101323,89
101324,Popov Elena Andreevna,@student_101324,80
101325,Ivanov Sofia Sergeevich,@student_101325,85
101326,Petrov Anastasia Sergeevich,@student_101326,42
101327,Smirnov Ksenia Andreevich,@student_101327,75
101328,Petrov Egor Andreevna,@student_101328,93
101329,Smirnov Nikita Andreevich,@student_101329,57
101330,Mikhailov Alexey Dmitrievna,@student_101330,22
101331,Kuznetsov Ksenia Sergeevna,@student_101331,40
101332,Alekseev Nikita Ivanovna,@student_101332,24
101333,Sidorov Egor Ivanovna,@student_101333,81
101334,Popov Alina Petrovna,@student_101334,7
101335,Morozov Maria Andreevich,@student_101335,47
101336,Kuznetsov Daria Ivanovna,@student_101336,45
101337,Kuznetsov Nikita Mikhailovich,@student_101337,47
101338,Kuznetsov Maria Dmitrievich,@student_101338,50
101339,Petrov Egor Dmitrievna,@student_101339,82
101340,Fedorov Elena Ivanovich,@student_101340,34
101341,Novikov Ksenia Petrovna,@student_101341,86
101342,Kuznetsov Dmitry Petrovich,@student_101342,58
101343,Novikov Andrey Dmitrievna,@student_101343,74
101344,Popov Sergey Dmitrievna,@student_101344,67
101345,Sidorov Andrey Mikhailovich,@student_101345,51
101346,Sidorov Victoria Andreevich,@student_101346,38
101347,Ivanov Alina Dmitrievich,@student_101347,99
101348,Sokolov Alina Sergeevich,@student_101348,16
101349,Volkov Ksenia Ivanovna,@student_101349,3
101350,Lebedev Nikita Mikhailovna,@student_101350,87
101351,Volkov Sofia Sergeevna,@student_101351,53
101352,Ivanov Nikita Dmitrievna,@student_101352,82
101353,Mikhailov Elena Ivanovich,@student_101353,47
101354,Sokolov Alina Alexandrovich,@student_101354,23
101355,Popov Dmitry Ivanovna,@student_101355,64
101356,Volkov Anastasia Petrovich,@student_101356,24
101357,Kuznetsov Sergey Alexandrovna,@student_101357,14
101358,Ivanov Alina Mikhailovna,@student_101358,22
101359,Kuznetsov Anna Ivanovna,@student_101359,100
101360,Vasiliev Ivan Andreevich,@student_101360,56
101361,Sokolov Anna Andreevna,@student_101361,81
101362,Smirnov Nikita Sergeevna,@student_101362,41
101363,Vasiliev Dmitry Dmitrievich,@student_101363,74
101364,Volkov Polina Alexandrovich,@student_101364,13
101365,Sidorov Nikita Ivanovna,@student_101365,90
101366,Alekseev Ivan Sergeevna,@student_101366,30
101367,Sidorov Maria Ivanovich,@student_101367,33
101368,Mikhailov Andrey Petrovna,@student_101368,46
101369,Morozov Dmitry Ivanovich,@student_101369,53
101370,Smirnov Elena Petrovich,@student_101370,58
101371,Lebedev Petr Alexandrovich,@student_101371,85
101372,Mikhailov Dmitry Sergeevich,@student_101372,77
101373,Volkov Nikita Mikhailovich,@student_101373,79
101374,Sidorov Sergey Dmitrievna,@student_101374,18
101375,Morozov Egor Mikhailovna,@student_101375,3
101376,Lebedev Sergey Ivanovich,@student_101376,73
101377,Sokolov Ksenia Petrovich,@student_101377,8
101378,Mikhailov Alina Andreevich,@student_101378,80
101379,Alekseev Alina Ivanovna,@student_101379,70
101380,Sokolov Sofia Ivanovna,@student_101380,53
101381,Vasiliev Sofia Dmitrievna,@student_101381,92
101382,Novikov Alexey Petrovna,@student_101382,31
101383,Ivanov Petr Petrovna,@student_101383,95
101384,Sokolov Artem Petrovich,@student_101384,68
101385,Ivanov Ksenia Alexandrovna,@student_101385,100
101386,Kuznetsov Dmitry Alexandrovich,@student_101386,80
101387,Smirnov Alina Sergeevich,@student_101387,4
101388,Smirnov Polina Petrovna,@student_101388,35
101389,Novikov Daria Ivanovna,@student_101389,51
101390,Petrov Andrey Ivanovna,@student_101390,13
101391,Sokolov Alexey Alexandrovna,@student_101391,10
101392,Petrov Daria Dmitrievich,@student_101392,35
101393,Kuznetsov Sergey Dmitrievna,@student_101393,69
101394,Smirnov Sofia Sergeevna,@student_101394,54
101395,Mikhailov Victoria Mikhailovich,@student_101395,38
101396,Mikhailov Ksenia Sergeevna,@student_101396,7
101397,Vasiliev Elena Dmitrievich,@student_101397,99
101398,Volkov Ksenia Petrovich,@student_101398,58
101399,Sokolov Daria Alexandrovna,@student_101399,35
101400,Mikhailov Sofia Dmitrievna,@student_101400,77
101401,Popov Anastasia Ivanovich,@student_101401,49
101402,Novikov Petr Mikhailovich,@student_101402,60
101403,Novikov Alexey Dmitrievich,@student_101403,24
101404,Novikov Mikhail Petrovna,@student_101404,73
101405,Morozov Dmitry Andreevna,@student_101405,16
101406,Ivanov Ivan Sergeevich,@student_101406,88
101407,Smirnov Sofia Andreevich,@student_101407,4
101408,Vasiliev Ivan Mikhailovich,@student_101408,56
101409,Sokolov Andrey Dmitrievna,@student_101409,60
101410,Smirnov Artem Petrovich,@student_101410,93
101411,Morozov Andrey Sergeevna,@student_101411,68
101412,Novikov Petr Andreevna,@student_101412,96
101413,Lebedev Anastasia Mikhailovna,@student_101413,74
101414,Ivanov Egor Dmitrievich,@student_101414,22
101415,Volkov Ksenia Ivanovna,@student_101415,74
101416,Petrov Sergey Andreevna,@student_101416,45
101417,Mikhailov Egor Sergeevich,@student_101417,83
101418,Morozov Sofia Alexandrovich,@student_101418,64
101419,Lebedev Daria Mikhailovich,@student_101419,27
101420,Sokolov Nikita Petrovna,@student_101420,4
101421,Sidorov Polina Andreevich,@student_101421,43
101422,Mikhailov Artem Dmitrievna,@student_101422,24
101423,Morozov Sergey Andreevich,@student_101423,59
101424,Alekseev Sergey Petrovna,@student_101424,6
101425,Petrov Polina Dmitrievna,@student_101425,38
101426,Novikov Nikita Dmitrievich,@student_101426,43
101427,Kuznetsov Ksenia Andreevich,@student_101427,32
101428,Mikhailov Polina Dmitrievich,@student_101428,94
101429,Vasiliev Sofia Mikhailovna,@student_101429,43
101430,Sidorov Elena Ivanovich,@student_101430,46
101431,Lebedev Artem Sergeevna,@student_101431,53
101432,Smirnov Mikhail Ivanovna,@student_101432,10
101433,Vasiliev Artem Alexandrovna,@student_101433,12
101434,Volkov Artem Sergeevna,@student_101434,56
101435,Kuznetsov Victoria Dmitrievich,@student_101435,3
101436,Morozov Daria Andreevna,@student_101436,46
101437,Ivanov Ivan Mikhailovich,@student_101437,25
101438,Alekseev Alexey Andreevna,@student_101438,21
101439,Petrov Andrey Sergeevich,@student_101439,40
101440,Kuznetsov Anna Ivanovna,@student_101440,0
101441,Petrov Dmitry Sergeevich,@student_101441,9
101442,Kuznetsov Anna Alexandrovich,@student_101442,33
101443,Sokolov Anna Alexandrovich,@student_101443,22
101444,Vasiliev Ivan Mikhailovich,@student_101444,95
101445,Popov Alexey Sergeevna,@student_101445,12
101446,Sidorov Alexey Andreevna,@student_101446,99
101447,Mikhailov Daria Sergeevna,@student_101447,61
101448,Mikhailov Anastasia Dmitrievna,@student_101448,8
101449,Popov Anastasia Andreevich,@student_101449,20
101450,Alekseev Daria Ivanovna,@student_101450,42
101451,Petrov Nikita Mikhailovich,@student_101451,94
101452,Kuznetsov Alexey Andreevich,@student_101452,100
101453,Sokolov Nikita Sergeevna,@student_101453,65
101454,Kuznetsov Anastasia Petrovna,@student_101454,5
101455,Vasiliev Victoria Andreevich,@student_101455,57
101456,Novikov Elena Andreevna,@student_101456,15
101457,Sokolov Anna Sergeevich,@student_101457,68
101458,Petrov Egor Alexandrovich,@student_101458,15
101459,Volkov Sergey Dmitrievich,@student_101459,86
101460,Alekseev Ivan Dmitrievich,@student_101460,71
101461,Morozov Anastasia Ivanovna,@student_101461,0
101462,Alekseev Dmitry Petrovich,@student_101462,68
101463,Novikov Petr Sergeevich,@student_101463,59
101464,Smirnov Sofia Andreevich,@student_101464,59
101465,Sokolov Nikita Alexandrovich,@student_101465,70
101466,Sokolov Maria Petrovna,@student_101466,20
101467,Alekseev Maria Dmitrievna,@student_101467,89
101468,Alekseev Sofia Alexandrovna,@student_101468,47
101469,Morozov Mikhail Sergeevna,@student_101469,8
101470,Alekseev Sergey Sergeevna,@student_101470,1
101471,Sidorov Anastasia Alexandrovna,@student_101471,22
101472,Petrov Ksenia Mikhailovna,@student_101472,17
101473,Novikov Andrey Dmitrievna,@student_101473,42
101474,Petrov Mikhail Ivanovna,@student_101474,80
101475,Ivanov Anastasia Sergeevna,@student_101475,88
101476,Alekseev Dmitry Petrovich,@student_101476,78
101477,Sidorov Alexey Mikhailovich,@student_101477,92
101478,Morozov Anna Sergeevich,@student_101478,33
101479,Fedorov Dmitry Ivanovna,@student_101479,1
101480,Kuznetsov Sergey Sergeevna,@student_101480,92
101481,Sidorov Polina Sergeevna,@student_101481,97
101482,Alekseev Alexey Dmitrievna,@student_101482,59
101483,Petrov Andrey Andreevna,@student_101483,54
101484,Popov Mikhail Alexandrovna,@student_101484,28
101485,Sidorov Maria Mikhailovna,@student_101485,18
101486,Smirnov Egor Sergeevich,@student_101486,65
101487,Smirnov Alexey Dmitrievich,@student_101487,93
101488,Lebedev Anna Andreevich,@student_101488,82
101489,Sidorov Sofia Sergeevna,@student_101489,71
101490,Smirnov Elena Petrovna,@student_101490,88
101491,Sidorov Daria Alexandrovna,@student_101491,28
101492,Morozov Petr Dmitrievna,@student_101492,61
101493,Sidorov Petr Dmitrievna,@student_101493,24
101494,Sokolov Petr Mikhailovna,@student_101494,55
101495,Alekseev Dmitry Sergeevich,@student_101495,61
101496,Novikov Polina Andreevna,@student_101496,83
101497,Sidorov Mikhail Andreevna,@student_101497,55
101498,Alekseev Maria Ivanovich,@student_101498,47
101499,Volkov Sofia Petrovich,@student_101499,21
101500,Volkov Anastasia Dmitrievna,@student_101500,9
101501,Novikov Ksenia Petrovna,@student_101501,60
101502,Sokolov Sergey Dmitrievich,@student_101502,75
101503,Petrov Petr Andreevich,@student_101503,78
101504,Novikov Maria Ivanovna,@student_101504,11
101505,Kuznetsov Petr Dmitrievna,@student_101505,75
101506,Smirnov Andrey Alexandrovich,@student_101506,89
101507,Sokolov Polina Mikhailovich,@student_101507,70
101508,Sokolov Andrey Andreevna,@student_101508,71
101509,Morozov Victoria Dmitrievich,@student_101509,9
101510,Mikhailov Mikhail Mikhailovich,@student_101510,23
101511,Popov Nikita Alexandrovich,@student_101511,74
101512,Mikhailov Egor Petrovich,@student_101512,57
101513,Sidorov Mikhail Andreevich,@student_101513,14
101514,Popov Andrey Alexandrovna,@student_101514,86
101515,Ivanov Daria Petrovna,@student_101515,38
101516,Sokolov Polina Andreevich,@student_101516,6
101517,Popov Andrey Andreevich,@student_101517,23
101518,Sidorov Anastasia Petrovich,@student_101518,71
101519,Fedorov Daria Andreevna,@student_101519,0
101520,Kuznetsov Dmitry Petrovna,@student_101520,64
101521,Alekseev Nikita Dmitrievich,@student_101521,93
101522,Fedorov Polina Mikhailovich,@student_101522,45
101523,Popov Elena Sergeevich,@student_101523,98
101524,Sidorov Egor Alexandrovich,@student_101524,64
101525,Fedorov Victoria Alexandrovna,@student_101525,25
101526,Smirnov Alina Mikhailovich,@student_101526,9
101527,Volkov Daria Ivanovich,@student_101527,79
101528,Novikov Daria Andreevna,@student_101528,50
101529,Vasiliev Daria Sergeevich,@student_101529,15
101530,Volkov Sergey Ivanovna,@student_101530,27
101531,Smirnov Maria Alexandrovna,@student_101531,44
101532,Sidorov Sergey Sergeevich,@student_101532,89
101533,Kuznetsov Nikita Ivanovich,@student_101533,45
101534,Alekseev Artem Sergeevna,@student_101534,18
101535,Sidorov Elena Ivanovich,@student_101535,45
101536,Kuznetsov Ivan Ivanovna,@student_101536,97
101537,Petrov Ksenia Ivanovna,@student_101537,73
101538,Petrov Alina Ivanovich,@student_101538,91
101539,Novikov Mikhail Ivanovich,@student_101539,61
101540,Petrov Daria Dmitrievna,@student_101540,26
101541,Smirnov Sergey Dmitrievich,@student_101541,11
101542,Smirnov Sofia Alexandrovich,@student_101542,78
101543,Volkov Polina Ivanovna,@student_101543,31
101544,Alekseev Sergey Mikhailovich,@student_101544,45
101545,Morozov Anna Alexandrovna,@student_101545,92
101546,Popov Alina Sergeevich,@student_101546,92
101547,Sidorov Alina Andreevich,@student_101547,97
101548,Petrov Egor Andreevna,@student_101548,4
101549,Smirnov Petr Alexandrovich,@student_101549,39
101550,Novikov Andrey Sergeevich,@student_101550,17
101551,Lebedev Anastasia Dmitrievich,@student_101551,19
101552,Ivanov Anastasia Sergeevna,@student_101552,76
101553,Kuznetsov Daria Ivanovich,@student_101553,68
101554,Mikhailov Mikhail Sergeevna,@student_101554,65
101555,Vasiliev Dmitry Ivanovich,@student_101555,94
101556,Kuznetsov Mikhail Sergeevna,@student_101556,25
101557,Popov Elena Petrovna,@student_101557,66
101558,Ivanov Egor Mikhailovich,@student_101558,63
101559,Sidorov Dmitry Dmitrievna,@student_101559,68
101560,Volkov Andrey Mikhailovna,@student_101560,27
101561,Novikov Dmitry Andreevna,@student_101561,33
101562,Volkov Mikhail Alexandrovna,@student_101562,45
101563,Ivanov Dmitry Sergeevna,@student_101563,19
101564,Kuznetsov Anna Dmitrievich,@student_101564,13
101565,Novikov Sofia Dmitrievna,@student_101565,95
101566,Petrov Artem Dmitrievich,@student_101566,91
101567,Mikhailov Petr Sergeevna,@student_101567,4
101568,Kuznetsov Elena Ivanovna,@student_101568,76
101569,Mikhailov Ksenia Ivanovna,@student_101569,5
101570,Petrov Polina Ivanovich,@student_101570,38
101571,Ivanov Mikhail Petrovna,@student_101571,17
101572,Vasiliev Anastasia Ivanovich,@student_101572,6
101573,Kuznetsov Ksenia Andreevich,@student_101573,64
101574,Ivanov Elena Ivanovich,@student_101574,71
101575,Sidorov Alina Alexandrovich,@student_101575,18
101576,Popov Ivan Sergeevich,@student_101576,60
101577,Kuznetsov Nikita Alexandrovna,@student_101577,12
101578,Popov Dmitry Mikhailovich,@student_101578,33
101579,Ivanov Petr Alexandrovna,@student_101579,5
101580,Morozov Victoria Mikhailovich,@student_101580,31
101581,Morozov Anastasia Petrovich,@student_101581,97
101582,Lebedev Alexey Ivanovich,@student_101582,72
101583,Petrov Daria Ivanovich,@student_101583,69
101584,Smirnov Petr Ivanovich,@student_101584,19
101585,Mikhailov Petr Alexandrovna,@student_101585,61
101586,Kuznetsov Anastasia Sergeevna,@student_101586,67
101587,Sidorov Elena Ivanovna,@student_101587,99
101588,Sokolov Sofia Alexandrovich,@student_101588,4
101589,Petrov Alina Dmitrievna,@student_101589,36
101590,Fedorov Ivan Ivanovich,@student_101590,51
101591,Novikov Victoria Dmitrievna,@student_101591,25
101592,Volkov Egor Alexandrovna,@student_101592,17
101593,Ivanov Petr Mikhailovna,@student_101593,8
101594,Lebedev Elena Sergeevich,@student_101594,87
101595,Sidorov Alexey Petrovna,@student_101595,29
101596,Kuznetsov Dmitry Petrovna,@student_101596,2
101597,Smirnov Maria Mikhailovich,@student_101597,70
101598,Smirnov Daria Dmitrievna,@student_101598,39
101599,Smirnov Maria Petrovna,@student_101599,9
101600,Mikhailov Dmitry Ivanovna,@student_101600,94
101601,Mikhailov Polina Alexandrovich,@student_101601,93
101602,Volkov Victoria Dmitrievna,@student_101602,65
101603,Sokolov Victoria Alexandrovna,@student_101603,42
101604,Petrov Ivan Dmitrievich,@student_101604,6
101605,Smirnov Alexey Mikhailovna,@student_101605,9
101606,Novikov Nikita Sergeevich,@student_101606,70
101607,Lebedev Polina Mikhailovna,@student_101607,59
101608,Fedorov Alexey Alexandrovna,@student_101608,75
101609,Smirnov Nikita Petrovna,@student_101609,1
101610,Volkov Andrey Petrovich,@student_101610,33
101611,Volkov Andrey Ivanovna,@student_101611,81
101612,Ivanov Polina Alexandrovich,@student_101612,70
101613,Sidorov Alexey Alexandrovna,@student_101613,81
101614,Lebedev Sofia Mikhailovich,@student_101614,19
101615,Kuznetsov Daria Alexandrovich,@student_101615,48
101616,Sidorov Artem Dmitrievich,@student_101616,11
101617,Petrov Anna Andreevich,@student_101617,10
101618,Sokolov Dmitry Ivanovich,@student_101618,13
101619,Vasiliev Anastasia Dmitrievich,@student_101619,28
101620,Smirnov Nikita Dmitrievna,@student_101620,32
101621,Novikov Alina Mikhailovna,@student_101621,56
101622,Fedorov Victoria Alexandrovna,@student_101622,30
101623,Petrov Alexey Andreevna,@student_101623,56
101624,Kuznetsov Mikhail Dmitrievich,@student_101624,80
101625,Novikov Alina Alexandrovich,@student_101625,47
101626,Petrov Anastasia Ivanovna,@student_101626,55
101627,Vasiliev Andrey Mikhailovna,@student_101627,49
101628,Fedorov Ivan Dmitrievich,@student_101628,81
101629,Petrov Alexey Alexandrovna,@student_101629,31
101630,Kuznetsov Maria Sergeevich,@student_101630,4
101631,Ivanov Petr Sergeevich,@student_101631,70
101632,Kuznetsov Petr Ivanovich,@student_101632,48
101633,Volkov Mikhail Ivanovich,@student_101633,23
101634,Sokolov Dmitry Mikhailovna,@student_101634,77
101635,Popov Anastasia Alexandrovich,@student_101635,14
101636,Lebedev Anastasia Alexandrovich,@student_101636,60
101637,Sidorov Daria Sergeevna,@student_101637,71
101638,Mikhailov Elena Ivanovna,@student_101638,82
101639,Sidorov Egor Andreevich,@student_101639,53
101640,Sidorov Mikhail Mikhailovna,@student_101640,10
101641,Novikov Sofia Mikhailovich,@student_101641,3
101642,Ivanov Andrey Petrovich,@student_101642,9
101643,Sidorov Dmitry Alexandrovna,@student_101643,64
101644,Ivanov Daria Petrovich,@student_101644,42
101645,Ivanov Petr Petrovich,@student_101645,43
101646,Vasiliev Nikita Petrovna,@student_101646,72
101647,Fedorov Maria Ivanovna,@student_101647,49
101648,Smirnov Egor Ivanovich,@student_101648,97
101649,Popov Polina Mikhailovna,@student_101649,50
101650,Volkov Egor Petrovich,@student_101650,2
101651,Sidorov Victoria Mikhailovich,@student_101651,32
101652,Vasiliev Andrey Andreevna,@student_101652,100
101653,Petrov Elena Alexandrovich,@student_101653,4
101654,Alekseev Petr Sergeevich,@student_101654,2
101655,Sokolov Maria Alexandrovich,@student_101655,7
101656,Petrov Victoria Alexandrovna,@student_101656,94
101657,Sokolov Anna Alexandrovna,@student_101657,62
101658,Vasiliev Andrey Mikhailovich,@student_101658,6
101659,Sidorov Elena Andreevna,@student_101659,10
101660,Petrov Petr Alexandrovna,@student_101660,31
101661,Kuznetsov Ivan Mikhailovna,@student_101661,43
101662,Morozov Elena Petrovich,@student_101662,80
101663,Mikhailov Daria Sergeevich,@student_101663,85
101664,Alekseev Artem Petrovich,@student_101664,85
101665,Alekseev Anna Petrovna,@student_101665,22
101666,Petrov Victoria Mikhailovich,@student_101666,27
101667,Fedorov Ivan Petrovich,@student_101667,24
101668,Vasiliev Nikita Sergeevich,@student_101668,35
101669,Popov Anna Ivanovna,@student_101669,89
101670,Volkov Andrey Andreevna,@student_101670,52
101671,Sidorov Mikhail Dmitrievna,@student_101671,82
101672,Popov Dmitry Sergeevich,@student_101672,10
101673,Fedorov Anna Mikhailovich,@student_101673,67
101674,Volkov Polina Petrovich,@student_101674,59
101675,Alekseev Polina Alexandrovich,@student_101675,39
101676,Alekseev Ivan Ivanovna,@student_101676,11
101677,Alekseev Ivan Ivanovich,@student_101677,33
101678,Smirnov Egor Alexandrovich,@student_101678,35
101679,Mikhailov Maria Mikhailovna,@student_101679,48
101680,Mikhailov Sofia Sergeevich,@student_101680,67
101681,Volkov Mikhail Sergeevich,@student_101681,34
101682,Kuznetsov Maria Andreevna,@student_101682,60
101683,Petrov Mikhail Sergeevna,@student_101683,33
101684,Mikhailov Sofia Alexandrovich,@student_101684,65
101685,Popov Alexey Andreevich,@student_101685,44
101686,Ivanov Alina Ivanovna,@student_101686,3
101687,Alekseev Alina Ivanovich,@student_101687,16
101688,Popov Anna Dmitrievna,@student_101688,42
101689,Novikov Ivan Sergeevna,@student_101689,92
101690,Sokolov Egor Alexandrovich,@student_101690,96
101691,Ivanov Andrey Petrovich,@student_101691,87
101692,Sokolov Victoria Sergeevna,@student_101692,56
101693,Sokolov Sergey Ivanovna,@student_101693,69
101694,Lebedev Anna Mikhailovna,@student_101694,95
101695,Sokolov Artem Petrovich,@student_101695,27
101696,Alekseev Alexey Andreevich,@student_101696,70
101697,Smirnov Anastasia Sergeevna,@student_101697,2
101698,Smirnov Elena Andreevna,@student_101698,93
101699,Volkov Petr Dmitrievna,@student_101699,11
101700,Petrov Sofia Mikhailovich,@student_101700,65
101701,Volkov Petr Ivanovna,@student_101701,84
101702,Vasiliev Anna Mikhailovich,@student_101702,91
101703,Ivanov Alina Alexandrovna,@student_101703,82
101704,Vasiliev Anna Andreevich,@student_101704,25
101705,Alekseev Anna Dmitrievna,@student_101705,10
101706,Morozov Sofia Mikhailovna,@student_101706,13
101707,Mikhailov Anna Ivanovna,@student_101707,5
101708,Sokolov Andrey Petrovna,@student_101708,23
101709,Vasiliev Daria Ivanovich,@student_101709,79
101710,Fedorov Petr Ivanovich,@student_101710,85
101711,Kuznetsov Alina Mikhailovich,@student_101711,34
101712,Kuznetsov Sofia Petrovich,@student_101712,40
101713,Popov Dmitry Alexandrovich,@student_101713,53
101714,Fedorov Petr Andreevna,@student_101714,88
101715,Fedorov Victoria Andreevich,@student_101715,82
101716,Fedorov Maria Sergeevich,@student_101716,56
101717,Alekseev Anastasia Mikhailovich,@student_101717,25
101718,Morozov Petr Sergeevich,@student_101718,56
101719,Lebedev Mikhail Mikhailovich,@student_101719,32
101720,Vasiliev Ivan Petrovna,@student_101720,60
101721,Kuznetsov Andrey Dmitrievna,@student_101721,18
101722,Ivanov Ivan Andreevna,@student_101722,36
101723,Petrov Alina Sergeevich,@student_101723,34
101724,Ivanov Sofia Sergeevna,@student_101724,76
101725,Smirnov Mikhail Mikhailovna,@student_101725,82
101726,Ivanov Sofia Alexandrovna,@student_101726,56
101727,Novikov Ivan Ivanovich,@student_101727,3
101728,Sidorov Anastasia Petrovna,@student_101728,79
101729,Kuznetsov Victoria Sergeevich,@student_101729,91
101730,Ivanov Ivan Petrovich,@student_101730,79
101731,Smirnov Egor Mikhailovich,@student_101731,79
101732,Popov Ivan Andreevich,@student_101732,29
101733,Fedorov Polina Petrovich,@student_101733,80
101734,Petrov Daria Andreevich,@student_101734,30
101735,Sokolov Mikhail Alexandrovna,@student_101735,97
101736,Volkov Artem Ivanovna,@student_101736,45
101737,Morozov Maria Mikhailovich,@student_101737,41
101738,Popov Maria Sergeevna,@student_101738,43
101739,Volkov Ksenia Mikhailovich,@student_101739,91
101740,Sidorov Victoria Alexandrovich,@student_101740,56
101741,Kuznetsov Artem Alexandrovich,@student_101741,71
101742,Petrov Ksenia Andreevna,@student_101742,56
101743,Mikhailov Sofia Sergeevich,@student_101743,75
101744,Smirnov Sofia Alexandrovich,@student_101744,75
101745,Morozov Sergey Petrovna,@student_101745,50
101746,Kuznetsov Maria Mikhailovna,@student_101746,0
101747,Lebedev Alina Ivanovna,@student_101747,61
101748,Popov Alexey Petrovna,@student_101748,82
101749,Smirnov Elena Dmitrievna,@student_101749,76
101750,Popov Nikita Andreevich,@student_101750,86
101751,Alekseev Artem Mikhailovna,@student_101751,57
101752,Popov Ivan Petrovna,@student_101752,65
101753,Lebedev Elena Ivanovich,@student_101753,57
101754,Morozov Egor Mikhailovich,@student_101754,81
101755,Novikov Sofia Mikhailovich,@student_101755,28
101756,Sokolov Anastasia Petrovna,@student_101756,71
101757,Petrov Anastasia Dmitrievich,@student_101757,98
101758,Vasiliev Victoria Andreevna,@student_101758,76
101759,Alekseev Daria Alexandrovna,@student_101759,17
101760,Petrov Anna Alexandrovna,@student_101760,77
101761,Sokolov Anna Petrovna,@student_101761,87
101762,Volkov Alexey Petrovna,@student_101762,38
101763,Morozov Anna Mikhailovna,@student_101763,43
101764,Fedorov Alexey Mikhailovna,@student_101764,15
101765,Popov Ksenia Mikhailovna,@student_101765,48
101766,Sokolov Ivan Mikhailovna,@student_101766,1
101767,Ivanov Egor Ivanovich,@student_101767,16
101768,Novikov Elena Alexandrovich,@student_101768,80
101769,Novikov Sergey Sergeevna,@student_101769,59
101770,Volkov Dmitry Dmitrievich,@student_101770,30
101771,Popov Alina Dmitrievna,@student_101771,54
101772,Mikhailov Alina Mikhailovich,@student_101772,22
101773,Sidorov Mikhail Sergeevna,@student_101773,47
101774,Vasiliev Egor Mikhailovna,@student_101774,100
101775,Sidorov Alexey Dmitrievich,@student_101775,86
101776,Vasiliev Alina Sergeevna,@student_101776,55
101777,Kuznetsov Mikhail Sergeevich,@student_101777,52
101778,Kuznetsov Andrey Ivanovich,@student_101778,80
101779,Lebedev Egor Ivanovna,@student_101779,93
101780,Sokolov Daria Andreevich,@student_101780,51
101781,Sokolov Elena Petrovna,@student_101781,50
101782,Petrov Victoria Andreevna,@student_101782,18
101783,Kuznetsov Anastasia Alexandrovich,@student_101783,82
101784,Morozov Alina Ivanovich,@student_101784,48
101785,Mikhailov Ksenia Dmitrievich,@student_101785,30
101786,Sidorov Polina Mikhailovna,@student_101786,14
101787,Smirnov Mikhail Andreevna,@student_101787,45
101788,Kuznetsov Mikhail Petrovna,@student_101788,39
101789,Sidorov Ksenia Andreevich,@student_101789,25
101790,Fedorov Elena Sergeevich,@student_101790,7
101791,Ivanov Polina Petrovna,@student_101791,79
101792,Novikov Artem Petrovna,@student_101792,72
101793,Popov Victoria Andreevna,@student_101793,80
101794,Lebedev Nikita Petrovich,@student_101794,48
101795,Morozov Polina Andreevich,@student_101795,29
101796,Vasiliev Ksenia Ivanovich,@student_101796,33
101797,Smirnov Ksenia Mikhailovich,@student_101797,8
101798,Smirnov Ivan Mikhailovich,@student_101798,100
101799,Mikhailov Alina Dmitrievna,@student_101799,89
101800,Kuznetsov Anastasia Dmitrievich,@student_101800,44
101801,Fedorov Andrey Dmitrievich,@student_101801,13
101802,Ivanov Anna Mikhailovna,@student_101802,22
101803,Vasiliev Victoria Dmitrievna,@student_101803,0
101804,Sokolov Alexey Dmitrievich,@student_101804,24
101805,Novikov Dmitry Dmitrievich,@student_101805,22
101806,Popov Sofia Andreevich,@student_101806,33
101807,Sokolov Daria Ivanovich,@student_101807,89
101808,Alekseev Daria Petrovna,@student_101808,70
101809,Vasiliev Nikita Alexandrovich,@student_101809,16
101810,Volkov Mikhail Dmitrievich,@student_101810,97
101811,Sokolov Daria Dmitrievich,@student_101811,28
101812,Fedorov Egor Sergeevich,@student_101812,84
101813,Vasiliev Sofia Alexandrovich,@student_101813,56
101814,Morozov Alina Sergeevich,@student_101814,67
101815,Alekseev Daria Sergeevich,@student_101815,19
101816,Smirnov Alexey Dmitrievna,@student_101816,97
101817,Sokolov Maria Dmitrievna,@student_101817,41
101818,Sokolov Maria Alexandrovich,@student_101818,6
101819,Mikhailov Ksenia Petrovich,@student_101819,21
101820,Smirnov Ksenia Ivanovna,@student_101820,53
101821,Novikov Andrey Sergeevna,@student_101821,3
101822,Petrov Ksenia Sergeevna,@student_101822,17
101823,Vasiliev Petr Sergeevna,@student_101823,76
101824,Kuznetsov Nikita Dmitrievich,@student_101824,39
101825,Kuznetsov Sergey Mikhailovich,@student_101825,86
101826,Morozov Andrey Mikhailovna,@student_101826,21
101827,Alekseev Mikhail Ivanovna,@student_101827,20
101828,Morozov Mikhail Andreevna,@student_101828,8
101829,Sokolov Dmitry Andreevna,@student_101829,42
101830,Fedorov Alina Ivanovna,@student_101830,5
101831,Smirnov Sergey Andreevna,@student_101831,91
101832,Sokolov Alina Dmitrievich,@student_101832,68
101833,Popov Sergey Dmitrievich,@student_101833,42
101834,Popov Sergey Alexandrovich,@student_101834,12
101835,Lebedev Nikita Petrovich,@student_101835,58
101836,Alekseev Nikita Alexandrovna,@student_101836,61
101837,Morozov Andrey Ivanovich,@student_101837,34
101838,Alekseev Polina Dmitrievna,@student_101838,88
101839,Popov Mikhail Andreevna,@student_101839,57
